pathway	description	X18S_1_10_S10_L001	X18S_1_11_S11_L001	X18S_1_12_S12_L001	X18S_1_13_S13_L001	X18S_1_14_S14_L001	X18S_1_15_S15_L001	X18S_1_16_S16_L001	X18S_1_17_S17_L001	X18S_1_18_S18_L001	X18S_1_19_S19_L001	X18S_1_1_S1_L001	X18S_1_20_S20_L001	X18S_1_21_S21_L001	X18S_1_22_S22_L001	X18S_1_23_S23_L001	X18S_1_24_S24_L001	X18S_1_25_S25_L001	X18S_1_26_S26_L001	X18S_1_27_S27_L001	X18S_1_28_S28_L001	X18S_1_29_S29_L001	X18S_1_2_S2_L001	X18S_1_30_S30_L001	X18S_1_31_S31_L001	X18S_1_32_S32_L001	X18S_1_33_S33_L001	X18S_1_34_S34_L001	X18S_1_35_S35_L001	X18S_1_36_S36_L001	X18S_1_37_S37_L001	X18S_1_38_S38_L001	X18S_1_39_S39_L001	X18S_1_3_S3_L001	X18S_1_40_S40_L001	X18S_1_41_S41_L001	X18S_1_42_S42_L001	X18S_1_43_S43_L001	X18S_1_44_S44_L001	X18S_1_45_S45_L001	X18S_1_46_S46_L001	X18S_1_47_S47_L001	X18S_1_48_S48_L001	X18S_1_49_S49_L001	X18S_1_4_S4_L001	X18S_1_50_S50_L001	X18S_1_51_S51_L001	X18S_1_52_S52_L001	X18S_1_53_S53_L001	X18S_1_54_S54_L001	X18S_1_55_S55_L001	X18S_1_56_S56_L001	X18S_1_57_S57_L001	X18S_1_58_S58_L001	X18S_1_59_S59_L001	X18S_1_5_S5_L001	X18S_1_6_S6_L001	X18S_1_7_S7_L001	X18S_1_8_S8_L001	X18S_1_9_S9_L001
PWY-6608	guanosine nucleotides degradation III	16715.23	57730.6667	16436.1111	70001.3333	61848	15291.8562	29541.3333	31473.3333	21942.6667	26874.6667	12467.5084	70544.9717	116422.6667	37494.6667	33066.6667	38689.4444	16448.3225	36905.3333	28146.6667	81776	42441.6656	8681.3333	41903.3815	86321.3333	18512	35405.7395	14693.4444	22137.5774	24494.6667	72240	45905.3333	94682.6667	35118.6667	14609.7746	17049.3333	25488.3117	5968	186088	29880.1111	152901.3333	18610.6667	176426.6667	13949.3333	57410.6667	41004	18047.9681	10561.3333	10108	18285.4444	43440	79679.1978	10253.0927	12348.0913	4794.9343	12800.0844	22056.9998	43481.5555	45620.1111	18848.3333
PWY-6609	adenine and adenosine salvage III	2550.7153	0	1.9998	0	0	2506.2271	0	0	0	0	1897.7336	651.1782	0	0	0	1.9999	1196.3315	0	0	0	53.9543	0	869.8643	0	0	910.2425	1.9998	4193.998	0	0	0	0	0	1035.6884	0	1758.8865	0	0	1.9999	0	0	0	0	0	0	403.9208	0	0	1.9999	0	1864.6435	788.3647	1204.6337	1687.9726	1560.9553	17.9902	3.9998	1.9999	5.9987
PWY-6612	superpathway of tetrahydrofolate biosynthesis	15574.1516	50690.3415	14432.3664	61464.5854	54305.561	14312.7891	25938.7317	27635.122	19266.7317	23597.2683	11614.6149	62155.0314	102224.7805	32922.1463	29034.1463	33971.8786	14849.43	32404.6829	24714.1463	71803.3171	37283.6442	7622.6341	37082.5347	75794.3415	16254.439	31391.3778	12902.2201	20935.5763	21507.5122	63430.2439	40307.122	83136	30835.9024	13180.1646	14970.1463	22977.4098	5240.1951	163394.3415	26236.8542	134254.8293	16341.0732	154911.2195	12248.1951	50409.3659	36003.5122	15981.4386	9273.3659	8875.3171	16056.1713	38142.439	70583.1348	9271.4012	11256.4119	4851.2369	11781.3321	19373.0529	38180.2451	40057.3421	16551.7333
PWY-6628	superpathway of L-phenylalanine biosynthesis	15093.4752	48108.8889	13697.5926	58334.4444	51540	13894.7179	24617.7778	26227.7778	18285.5556	22395.5556	11255.4965	59056.8645	97018.8889	31245.5556	27555.5556	32242.037	14227.5677	30754.4444	23455.5556	68146.6667	35390.5527	7234.4444	35286.46	71934.4444	15426.6667	29889.9322	12245.3704	20404.3401	20412.2222	60200	38254.4444	78902.2222	29265.5556	12625.0384	14207.7778	22004.0098	4973.3333	155073.3333	24900.9259	127417.7778	15508.8889	147022.2222	11624.4444	47842.2222	34170	15210.5436	8801.1111	8423.3333	15238.7037	36200	67187.2262	8888.1855	10822.1437	4861.8889	11366.2772	18388.3327	36236.2963	38017.5926	15709.4444
PWY-6629	superpathway of L-tryptophan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	43.1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630	superpathway of L-tyrosine biosynthesis	7506.534	0	9.9931	0	0	7178.6155	0	0	0	0	5590.1208	3112.9328	0	0	0	9.9971	4433.5442	0	0	0	268.0685	0	3944.5375	0	0	4039.2703	9.9923	11344.1798	0	0	0	0	0	3862.5061	0	6602.4037	0	0	9.9962	0	0	0	0	0	0	1818.5849	0	0	9.9938	0	8357.7652	2880.8957	4120.6898	3487.7963	4974.6057	89.5859	19.9896	9.9975	29.946
PWY-6641	superpathway of sulfolactate degradation	3096.9605	0	2.4997	0	0	3035.5502	0	0	0	0	2304.3294	812.7099	0	0	0	2.4999	1476.1458	0	0	0	67.4285	0	1083.4995	0	0	1132.8174	2.4997	5051.2157	0	0	0	0	0	1278.3756	0	2171.809	0	0	2.4999	0	0	0	0	0	0	502.9805	0	0	2.4998	0	2321.5259	971.9883	1479.2629	1953.5365	1907.4373	22.4847	4.9996	2.4999	7.498
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	0	0	0	0	0	0	0	0	0	0	0	3.9273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700	queuosine biosynthesis	13092.486	43298	12327.5	52501	46386	12016.9194	22156	23605	16457	20156	9764.2998	53042.1052	87317	28121	24800	29017.5	12591.1743	27679	21110	61332	31842.4943	6511	31609.9619	64741	13884	26745.4964	11020.5	17526.4365	18371	54180	34429	71012	26339	11177.9094	12787	19490.626	4476	139566	22410.5	114676	13958	132320	10462	43058	30753	13620.7287	7921	7581	13714.5	32580	60150.7729	7858.0245	9519.6546	3981.7387	9937.4846	16546.4988	32612	34215.5	14137.4998
PWY-6703	preQ0 biosynthesis	2550.7153	0	1.9998	0	0	2506.2271	0	0	0	0	1897.7336	651.1782	0	0	0	1.9999	1196.3315	0	0	0	53.9543	0	869.8643	0	0	910.2425	1.9998	4193.998	0	0	0	0	0	1035.6884	0	1758.8865	0	0	1.9999	0	0	0	0	0	0	403.9208	0	0	1.9999	0	1864.6435	788.3647	1204.6337	1687.9726	1560.9553	17.9902	3.9998	1.9999	5.9987
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	14551.8877	48108.8889	13697.2222	58334.4444	51540	13357.1277	24617.7778	26227.7778	18285.5556	22395.5556	10852.6946	58935.7336	97018.8889	31245.5556	27555.5556	32241.6667	13991.1593	30754.4444	23455.5556	68146.6667	35380.5499	7234.4444	35122.3698	71934.4444	15426.6667	29717.4655	12245	19483.724	20412.2222	60200	38254.4444	78902.2222	29265.5556	12420.7126	14207.7778	21657.5929	4973.3333	155073.3333	24900.5555	127417.7778	15508.8889	147022.2222	11624.4444	47842.2222	34170	15134.2382	8801.1111	8423.3333	15238.3333	36200	66834.6522	8731.8139	10578.7316	4432.7542	11043.8701	18384.9988	36235.5555	38017.2222	15708.3332
PWY-6713	L-rhamnose degradation II	0	0	0	0	0	0	0	0	0	0	0	8.9993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737	starch degradation V	3486.4527	0	2.9995	0	0	3404.3392	0	0	0	0	2594.4766	981.3448	0	0	0	2.9998	1713.1129	0	0	0	80.8629	0	1287.0869	0	0	1342.5185	2.9995	5618.7287	0	0	0	0	0	1484.748	0	2524.4243	0	0	2.9997	0	0	0	0	0	0	597.0287	0	0	2.9996	0	2754.2747	1126.0604	1699.4263	2089.1366	2170.9308	26.9707	5.9993	2.9998	8.9962
PWY-6891	thiazole biosynthesis II (Bacillus)	0	0	0	0	0	0	0	0	0	0	0	8.6392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892	thiazole biosynthesis I (E. coli)	0	0	0	0	0	0	0	0	0	0	0	10.7987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	43.1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897	thiamin salvage II	15462.6272	48710.25	13868.9297	59063.625	52184.25	14248.3004	24925.5	26555.625	18514.125	22675.5	11530.4047	59832.0784	98231.625	31636.125	27900	32645.1797	14482.0088	31138.875	23748.75	68998.5	35836.1009	7324.875	35779.8031	72833.625	15619.5	30318.574	12398.5547	20970.4357	20667.375	60952.5	38732.625	79888.5	29631.375	12849.0118	14385.375	22391.1581	5035.5	157011.75	25212.3047	129010.5	15702.75	148860	11769.75	48440.25	34597.125	15424.9911	8911.125	8528.625	15429.3047	36652.5	68139.4559	9050.0238	11036.9602	5077.6298	11614.6153	18619.242	36689.4844	38492.9297	15906.164
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	8637.2729	0	9.9951	0	0	8302.6346	0	0	0	0	6431.0072	3125.5662	0	0	0	9.9979	4842.7975	0	0	0	268.6335	0	4070.0936	0	0	4195.4812	9.9946	13254.9307	0	0	0	0	0	4212.2107	0	7188.0724	0	0	9.9973	0	0	0	0	0	0	1880.601	0	0	9.9956	0	8654.608	3158.0878	4590.5299	4326.3393	5631.1041	89.7073	19.9926	9.9982	29.9619
PWY-7094	fatty acid salvage	15144.9453	51957.6	14792.58	63001.2	55663.2	13862.0372	26587.2	28326	19748.4	24187.2	11296.0816	63514.798	104780.4	33745.2	29760	34820.58	14851.2394	33214.8	25332	73598.4	38199.6572	7813.2	37747.8261	77689.2	16660.8	31901.5587	13224.18	20089.661	22045.2	65016	41314.8	85214.4	31606.8	13190.1382	15344.4	23009.6955	5371.2	167479.2	26892.18	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16259.322	9505.2	9097.2	16456.98	39096	71785.8338	9259.2428	11161.2965	4380.542	11582.1887	19852.0194	39133.56	41058.18	16963.7399
PWY-7111	pyruvate fermentation to isobutanol (engineered)	21116.0403	67042.0645	19088.308	81291.871	71823.4839	19445.69	34306.0645	36549.6774	25481.8065	31209.2903	15746.4569	82314.2041	135200.5161	43542.1935	38400	44930.8887	19860.5509	42857.8065	32686.4516	94965.6774	49319.798	10081.5484	49195.8741	100244.129	21497.8065	41676.79	17064.5661	28579.2308	28445.4194	83891.6129	53309.4194	109954.0645	40782.9677	17622.726	19799.2258	30712.9557	6930.5806	216102.1935	34700.6951	177562.8387	21612.3871	204882.5806	16199.2258	66670.4516	47617.5484	21207.0975	12264.7742	11738.3226	21235.9209	50446.4516	93677.0616	12408.5128	15116.6309	6853.3776	15887.3606	25625.4813	50497.1321	52979.4048	21892.0207
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	15037.9127	48710.25	13868.6484	59063.625	52184.25	13825.6292	24925.5	26555.625	18514.125	22675.5	11214.5539	59741.367	98231.625	31636.125	27900	32644.8984	14299.8273	31138.875	23748.75	68998.5	35828.5031	7324.875	35654.6875	72833.625	15619.5	30186.9417	12398.2734	20242.2915	20667.375	60952.5	38732.625	79888.5	29631.375	12691.6147	14385.375	22124.4099	5035.5	157011.75	25212.0234	129010.5	15702.75	148860	11769.75	48440.25	34597.125	15366.791	8911.125	8528.625	15429.0234	36652.5	67870.4835	8929.415	10848.3886	4723.846	11363.5141	18616.7099	36688.9218	38492.6484	15905.3202
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	35.9781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	0	15.1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53204.6	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-7199	pyrimidine deoxyribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	0	10.6245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	0	0	0	0	0	0	0	0	0	0	0	16.6745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208	superpathway of pyrimidine nucleobases salvage	18285.3563	57730.6667	16437.2222	70001.3333	61848	16846.4459	29541.3333	31473.3333	21942.6667	26874.6667	13635.3796	70902.973	116422.6667	37494.6667	33066.6667	38690.5556	17146.1123	36905.3333	28146.6667	81776	42471.6656	8681.3333	42393.3822	86321.3333	18512	35920.185	14694.5556	24784.5805	24494.6667	72240	45905.3333	94682.6667	35118.6667	15213.1178	17049.3333	26511.6608	5968	186088	29881.2222	152901.3333	18610.6667	176426.6667	13949.3333	57410.6667	41004	18275.7462	10561.3333	10108	18286.5556	43440	80731.4218	10714.2127	13062.5584	5985.5118	13741.2429	22066.9998	43483.7778	45621.2222	18851.6666
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	15642.9789	50281.5484	14316.1061	60968.9032	53867.6129	14390.7139	25729.5484	27412.2581	19111.3548	23406.9677	11665.5419	61694.7934	101400.3871	32656.6452	28800	33698.0416	14813.4489	32143.3548	24514.8387	71224.2581	36986.4744	7561.1613	36841.1504	75183.0968	16123.3548	31198.8809	12798.2997	21099.2582	21334.0645	62918.7097	39982.0645	82465.5484	30587.2258	13146.2553	14849.4194	22914.7892	5197.9355	162076.6452	26025.3965	133172.129	16209.2903	153661.9355	12149.4194	50002.8387	35713.1613	15879.3798	9198.5806	8803.7419	15926.8158	37834.8387	70137.8771	9252.0798	11252.2345	4971.4137	11801.482	19217.9866	37872.5994	39734.4287	16418.6409
PWY-7219	adenosine ribonucleotides de novo biosynthesis	15924.2248	49483.4286	14089.2245	60001.1429	53012.5714	14688.5061	25321.1429	26977.1429	18808	23035.4286	11874.2072	60831.9296	99790.8571	32138.2857	28342.8571	33163.5102	14807.9329	31633.1429	24125.7143	70093.7143	36409.0604	7441.1429	36415.2161	73989.7143	15867.4286	30870.6628	12595.5102	21667.8616	20995.4286	61920	39347.4286	81156.5714	30101.7143	13136.0154	14613.7143	22887.4402	5115.4286	159504	25612.6531	131058.2857	15952	151222.8571	11956.5714	49209.1429	35146.2857	15701.1997	9052.5714	8664	15674.3673	37234.2857	69365.9349	9257.1471	11310.4901	5322.9059	11928.5206	18916.1631	37272.1633	39104.0816	16159.102
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	16427.619	51957.6	14793.48	63001.2	55663.2	15132.8179	26587.2	28326	19748.4	24187.2	12250.1231	63807.4132	104780.4	33745.2	29760	34821.48	15418.7449	33214.8	25332	73598.4	38223.9589	7813.2	38145.1851	77689.2	16660.8	32318.856	13225.08	22256.4983	22045.2	65016	41314.8	85214.4	31606.8	13680.7807	15344.4	23841.802	5371.2	167479.2	26893.08	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16444.0521	9505.2	9097.2	16457.88	39096	72639.2455	9634.3542	11743.1716	5363.8436	12349.7302	19860.1198	39135.36	41059.08	16966.44
PWY-7221	guanosine ribonucleotides de novo biosynthesis	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53204.6	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	16427.619	51957.6	14793.48	63001.2	55663.2	15132.8179	26587.2	28326	19748.4	24187.2	12250.1231	63807.4132	104780.4	33745.2	29760	34821.48	15418.7449	33214.8	25332	73598.4	38223.9589	7813.2	38145.1851	77689.2	16660.8	32318.856	13225.08	22256.4983	22045.2	65016	41314.8	85214.4	31606.8	13680.7807	15344.4	23841.802	5371.2	167479.2	26893.08	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16444.0521	9505.2	9097.2	16457.88	39096	72639.2455	9634.3542	11743.1716	5363.8436	12349.7302	19860.1198	39135.36	41059.08	16966.44
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	15021.4324	47234.1818	13448.6777	57273.8182	50602.9091	13843.7159	24170.1818	25750.9091	17953.0909	21988.3636	11201.3542	58025.6301	95254.9091	30677.4545	27054.5455	31655.9504	14055.0646	30195.2727	23029.0909	66907.6364	34750.6606	7102.9091	34703.8118	70626.5455	15146.1818	29408.4972	12022.8595	20381.5744	20041.0909	59105.4545	37558.9091	77467.6364	28733.4545	12469.936	13949.4545	21730.0796	4882.9091	152253.8182	24448.314	125101.0909	15226.9091	144349.0909	11413.0909	46972.3636	33548.7273	14961.4016	8641.0909	8270.1818	14961.7686	35541.8182	66092.3419	8783.6563	10714.7773	4945.6795	11278.9275	18055.19	35577.719	37326.4959	15424.2149
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	16595.7244	51957.6	14793.6	63001.2	55663.2	15299.1725	26587.2	28326	19748.4	24187.2	12375.1633	63846.0509	104780.4	33745.2	29760	34821.6	15493.7666	33214.8	25332	73598.4	38227.1986	7813.2	38198.0334	77689.2	16660.8	32374.3232	13225.2	22539.4315	22045.2	65016	41314.8	85214.4	31606.8	13745.6551	15344.4	23951.8493	5371.2	167479.2	26893.2	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16468.6163	9505.2	9097.2	16458	39096	72752.7124	9683.919	11819.8799	5490.4342	12450.6472	19861.1997	39135.6	41059.2	16966.8
PWY-7234	inosine-5'-phosphate biosynthesis III	13331.5927	43298	12327.6666	52501	46386	12253.8837	22156	23605	16457	20156	9942.1433	53096.1598	87317	28121	24800	29017.6667	12696.6522	27679	21110	61332	31846.9949	6511	31683.6297	64741	13884	26822.8805	11020.6666	17930.7361	18371	54180	34429	71012	26339	11269.0939	12787	19645.2575	4476	139566	22410.6667	114676	13958	132320	10462	43058	30753	13654.9793	7921	7581	13714.6667	32580	60309.0116	7927.7564	9627.9167	4165.2029	10080.4226	16547.9989	32612.3333	34215.6667	14137.9999
PWY-7242	D-fructuronate degradation	12424	43298	12327	52501	46386	11358	22156	23605	16457	20156	9267	52881.5	87317	28121	24800	29017	12285	27679	21110	61332	31829	6511	31391	64741	13884	26516	11020	16416	18371	54180	34429	71012	26339	10913	12787	19041	4476	139566	22410	114676	13958	132320	10462	43058	30753	13519	7921	7581	13714	32580	59681	7656	9209	3517	9532	16542	32611	34215	14136
PWY-7254	TCA cycle VII (acetate-producers)	15881.8915	51957.6	14793.12	63001.2	55663.2	14589.5824	26587.2	28326	19748.4	24187.2	11844.2809	63689.6446	104780.4	33745.2	29760	34821.12	15185.0996	33214.8	25332	73598.4	38214.2334	7813.2	37984.9457	77689.2	16660.8	32150.2478	13224.72	21320.1581	22045.2	65016	41314.8	85214.4	31606.8	13478.9306	15344.4	23499.7337	5371.2	167479.2	26892.72	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16369.5101	9505.2	9097.2	16457.52	39096	72294.7396	9479.6588	11501.1812	4907.7901	12027.3082	19856.8786	39134.64	41058.72	16965.3598
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	7.1995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	2602.1772	0	1.9999	0	0	2561.2201	0	0	0	0	1935.9086	647.0845	0	0	0	1.9999	1206.8456	0	0	0	53.9619	0	871.9197	0	0	912.9215	1.9998	4303.4262	0	0	0	0	0	1044.5414	0	1773.4907	0	0	1.9999	0	0	0	0	0	0	404.9517	0	0	1.9999	0	1869.6256	795.7242	1219.2402	1785.4906	1585.2747	17.9918	3.9998	2	5.9989
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	15382.1175	52256.2069	14877.711	63363.2759	55983.1034	14089.2887	26740	28488.7931	19861.8966	24326.2069	11472.6981	63917.1449	105382.5862	33939.1379	29931.0345	35020.8145	15006.6392	33405.6897	25477.5862	74021.3793	38422.3315	7858.1034	38015.4413	78135.6897	16756.5517	32137.9557	13300.2972	20452.3008	22171.8966	65389.6552	41552.2414	85704.1379	31788.4483	13326.5758	15432.5862	23244.8887	5402.069	168441.7241	27046.849	138402.069	16845.8621	159696.5517	12626.5517	51966.5517	37115.6897	16376.3009	9559.8276	9149.4828	16551.6766	39320.6897	72307.0521	9358.6335	11296.1146	4504.9702	11740.4797	19967.1571	39358.698	41294.2628	17061.5813
PWY-7392	taxadiene biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	21.5927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	14574.1563	45748.8302	13025.7814	55472.7547	49011.6226	13433.1715	23410.1132	24941.1321	17388.5283	21296.9057	10867.7783	56206.7087	92259.4717	29712.7547	26203.7736	30660.4984	13624.3769	29245.7358	22304.9057	64803.6226	33658.3619	6879.5472	33620.4748	68405.5849	14669.8868	28492.0735	11644.8003	19782.6288	19410.8679	57246.7925	36377.8113	75031.5472	27829.8868	12087.5686	13510.7925	21063.317	4729.3585	147465.9623	23679.5173	121167.0943	14748.0755	139809.8113	11054.1887	45495.2453	32493.7358	14494.6252	8369.3585	8010.1132	14491.2908	34424.1509	64031.0936	8514.901	10389.3606	4808.0848	10939.3696	17487.5798	34458.9591	36152.7248	14939.231
PWY-7446	sulfoglycolysis	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	16867.8642	57730.6667	16436.2222	70001.3333	61848	15442.6279	29541.3333	31473.3333	21942.6667	26874.6667	12581.0478	70578.5232	116422.6667	37494.6667	33066.6667	38689.5556	16517.2174	36905.3333	28146.6667	81776	42444.665	8681.3333	41952.2099	86321.3333	18512	35456.9602	14693.5555	22392.912	24494.6667	72240	45905.3333	94682.6667	35118.6667	14669.3646	17049.3333	25589.4192	5968	186088	29880.2222	152901.3333	18610.6667	176426.6667	13949.3333	57410.6667	41004	18070.6598	10561.3333	10108	18285.5556	43440	79784.0039	10298.5855	12418.3056	4905.401	12892.1409	22057.9996	43481.7778	45620.2222	18848.6666
PWY-7560	methylerythritol phosphate pathway II	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53204.6	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-7663	gondoate biosynthesis (anaerobic)	29931.5609	101877.6471	29005.218	123531.7647	109143.5294	27414.4276	52131.7647	55541.1765	38722.3529	47425.8824	22324.3947	124587.2541	205451.7647	66167.0588	58352.9412	68275.8062	29222.3964	65127.0588	49670.5882	144310.5882	74905.588	15320	74086.0231	152331.7647	32668.2353	62626.3995	25929.9239	39792.4936	43225.8824	127482.3529	81009.4118	167087.0588	61974.1176	25951.4363	30087.0588	45266.9355	10531.7647	328390.5882	52729.9239	269825.8824	32842.3529	311341.1765	24616.4706	101312.9412	72360	31913.8958	18637.6471	17837.6471	32268.7474	76658.8235	140908.4411	18223.0793	21990.4439	8775.8671	22850.1972	38926.9611	76732.7889	80506.3945	33262.7127
PWY-7664	oleate biosynthesis IV (anaerobic)	23051.3451	74836.0494	21307.0696	90742.4691	80173.3333	21190.2399	38294.321	40798.7654	28444.1975	34837.5309	17190.6668	91767.692	150918.2716	48604.1975	42864.1975	50153.9832	21943.7505	47840.2469	36486.4198	106005.9259	55043.9614	11253.5802	54758.8968	111898.0247	23997.037	46357.6672	19048.0573	31016.2334	31752.3457	93644.4444	59506.9136	122736.7901	45524.1975	19476.4144	22100.9877	33952.847	7736.2963	241225.1852	38734.4771	198205.4321	24124.9383	228701.2346	18082.4691	74421.2346	53153.3333	23599.8664	13690.6173	13102.963	23704.3536	56311.1111	104231.7319	13701.7499	16641.318	7231.0068	17425.6796	28601.4034	56366.9788	59138.1808	24436.0236
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	14895.3403	46466.1463	13230.088	56342.5366	49780.0976	13735.1989	23777.1707	25332.1951	17661.1707	21630.8293	11107.1162	57110.6269	93706.0488	30178.6341	26614.6341	31141.3076	13880.4176	29704.2927	22654.6341	65819.7073	34187.9853	6987.4146	34178.0581	69478.1463	14899.9024	28970.697	11827.4539	20247.1556	19715.2195	58144.3902	36948.1951	76208	28266.2439	12313.7985	13722.6341	21455.8788	4803.5122	149778.1463	24050.8685	123066.9268	14979.3171	142001.9512	11227.5122	46208.5854	33003.2195	14736.0299	8500.5854	8135.7073	14718.5758	34963.9024	65100.343	8676.395	10595.2751	4950.1179	11167.0444	17762.4018	34999.3956	36719.649	15173.6787
