pathway	description	X16S_1_10_S10_L001	X16S_1_11_S11_L001	X16S_1_12_S12_L001	X16S_1_13_S13_L001	X16S_1_14_S14_L001	X16S_1_15_S15_L001	X16S_1_16_S16_L001	X16S_1_17_S17_L001	X16S_1_18_S18_L001	X16S_1_19_S19_L001	X16S_1_1_S1_L001	X16S_1_20_S20_L001	X16S_1_21_S21_L001	X16S_1_22_S22_L001	X16S_1_23_S23_L001	X16S_1_24_S24_L001	X16S_1_25_S25_L001	X16S_1_26_S26_L001	X16S_1_27_S27_L001	X16S_1_28_S28_L001	X16S_1_29_S29_L001	X16S_1_2_S2_L001	X16S_1_30_S30_L001	X16S_1_31_S31_L001	X16S_1_32_S32_L001	X16S_1_33_S33_L001	X16S_1_34_S34_L001	X16S_1_35_S35_L001	X16S_1_36_S36_L001	X16S_1_37_S37_L001	X16S_1_38_S38_L001	X16S_1_39_S39_L001	X16S_1_3_S3_L001	X16S_1_40_S40_L001	X16S_1_41_S41_L001	X16S_1_42_S42_L001	X16S_1_43_S43_L001	X16S_1_44_S44_L001	X16S_1_45_S45_L001	X16S_1_46_S46_L001	X16S_1_47_S47_L001	X16S_1_48_S48_L001	X16S_1_49_S49_L001	X16S_1_4_S4_L001	X16S_1_50_S50_L001	X16S_1_51_S51_L001	X16S_1_52_S52_L001	X16S_1_53_S53_L001	X16S_1_54_S54_L001	X16S_1_55_S55_L001	X16S_1_56_S56_L001	X16S_1_57_S57_L001	X16S_1_58_S58_L001	X16S_1_59_S59_L001	X16S_1_5_S5_L001	X16S_1_6_S6_L001	X16S_1_7_S7_L001	X16S_1_8_S8_L001	X16S_1_9_S9_L001
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	145454.0026	200440.988	41916.8716	180543.0976	113503.8419	177641.0684	62166.7967	117385.8588	53673.7258	62571.9052	72297.2168	221834.4926	228845.0658	95385.9218	95923.1498	155184.9274	81199.8871	87542.0586	44991.402	287538.0685	77341.0418	31620.5848	92093.6325	210006.0741	29069.9713	313460.0354	36885.6534	180297.0604	194832.1983	451096.1666	139399.5306	284764.2537	76947.4761	94001.8342	105619.2052	110333.5717	52292.9296	348506.386	81222.603	387873.5111	140079.2015	311572.4037	71670.4677	124900.8759	205500.1352	110095.4941	40740.1428	81341.5557	54999.009	387471.3537	328550.5469	84266.9904	58903.3549	55928.7058	79583.4115	53346.3309	115107.3899	88097.2851	85096.1775
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	9300.7202	43898.0859	6645.8209	51291.8572	22612.3967	7287.5255	9498.7456	30526.5036	9766.2352	11139.738	5531.383	12821.3187	53629.073	22022.7737	19024.6381	47917.14	4625.0458	21187.091	10477.761	52435.182	19086.847	2264.7224	3718.4988	56551.7351	536.059	28538.5051	3432.9726	4489.5182	13282.2544	79273.151	13521.2745	33266.6355	18203.3369	3437.8334	9956.009	2162.7562	1483.3235	90529.9047	8850.2265	86374.8083	9931.9235	63419.7647	66.4609	37919.8181	23414.5235	4334.4124	6511.6957	12293.3704	4979.214	18777.6408	5822.0402	5570.7921	3041.0216	5201.4797	1704.866	8389.1606	22623.2969	21380.134	15707.7222
PWY-7199	pyrimidine deoxyribonucleosides salvage	54872.1271	31765.5022	4742.3068	29492.3521	21657.8208	65898.045	7966.3638	26376.9168	11569.6486	6986.6577	31658.5139	91927.5562	38677.5821	15008.3961	22143.6795	29583.2026	28065.307	14092.2726	9206.1544	123657.908	25509.7254	25203.367	41483.4327	40827.8736	25668.8699	143076.1043	7491.2724	91922.3169	115618.1814	105015.8436	69261.7289	86053.3328	12171.9683	36555.1675	56472.0192	53697.8114	42441.9711	67878.9202	60916.609	76820.3703	74608.6742	200646.0336	61175.2092	24447.7545	91931.0231	50981.5331	13064.9407	36582.6739	42197.6425	255859.7741	146853.9051	40868.3851	38180.8496	31301.3635	33307.4399	12995.43	30893.5111	13600.8723	16460.5149
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	80666.7219	55849.4817	8795.6316	51360.9443	36609.0805	98047.0559	13544.3366	42777.1752	19331.332	12565.6061	44879.2911	131019.8464	66596.93	25413.3346	37012.0628	49740.4194	42588.4173	24246.8514	15464.4688	177026.6514	39348.1485	28046.7856	57887.646	68948.6783	27003.7158	199117.0816	12854.4809	123417.713	147988.0562	170535.4348	95110.9727	133649.3175	20747.0486	52415.5246	75165.2392	73689.9191	46809.5247	113524.6868	69682.6509	127052.0594	97747.4689	244821.2651	65373.2384	40931.7755	128586.0007	70262.4575	20297.3858	51879.3929	47572.5545	311812.9298	204215.8056	55312.4553	46545.6339	40912.683	48187.7122	21258.5767	50090.1767	23655.402	27385.4097
PWY-7208	superpathway of pyrimidine nucleobases salvage	179171.0002	227901.3482	47564.7457	203264.5646	130423.3916	216775.8654	73117.687	145617.5746	62894.8508	70827.9143	87300.0592	268820.3068	260180.036	114315.8133	115899.072	182114.0695	97124.1264	100313.7778	53429.5614	351920.8616	93068.1105	41174.2277	110562.3239	246771.0212	37733.304	373947.5033	41978.4004	218074.339	249583.465	550627.7663	172652.1994	345714.2881	88998.382	114745.8145	131966.1911	135199.3998	67890.5692	407918.8274	104378.5192	462042.6419	172256.4976	390125.2016	95513.3521	143568.0783	253320.7391	134616.0814	49450.8173	100679.4582	70318.4935	487630.6073	419900.2521	104863.9863	72832.3471	70193.848	97095.3707	64763.6288	136405.918	99685.5181	99232.787
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	13149.0641	75524.2076	28351.3864	105440.8122	33804.0001	10348.8598	16426.1538	47244.3114	14363.0046	38030.6124	7803.5337	18206.1895	79898.6295	34353.6173	26751.5919	74412.2173	6582.8725	35422.5397	15839.5638	72440.9081	26791.3826	3161.4903	5278.686	90389.4631	760.9652	40196.6482	4965.9838	6381.2019	18650.1826	116400.0475	18910.3371	47297.3532	29659.7845	4871.2456	13921.8185	3081.7723	2100.0116	143447.5191	12235.362	129577.6883	13974.7654	85633.9765	94.9149	59513.0628	32747.9048	6146.2937	9232.5131	17185.6279	6913.6563	26492.994	8283.2665	7840.8272	4283.6813	7277.9753	2426.7192	12564.486	32739.422	40652.0852	22876.2913
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	133789.8873	92453.7228	19025.1774	99971.2901	72451.6071	155859.3844	24551.0338	74398.4773	35566.4838	32291.0166	66208.0804	190995.5513	144913.6794	55194.0921	70414.1823	93365.2568	66752.9297	43718.7673	26693.4348	224039.3856	50087.3502	22600.9959	81748.7072	112179.5317	19446.2114	274835.2538	27658.5583	170981.8683	193551.0303	289409.7061	103825.1908	208685.1195	40576.3834	91950.2068	77282.8598	95919.8361	39812.2315	193988.6423	55719.3895	245649.9564	134388.8946	238613.9668	52011.2897	73684.6756	175165.8926	103690.2782	30631.4782	52110.8623	44688.7552	376310.2283	323658.6668	82664.3455	62507.6393	55251.9126	73651.8689	33008.4586	82708.0014	45905.0761	58265.265
PWY-7219	adenosine ribonucleotides de novo biosynthesis	183300.3173	257370.1797	53327.997	242513.0373	145539.6503	217649.396	80393.9597	151434.1643	67688.1889	82162.6087	91011.7026	271446.3149	297609.2213	123355.2642	125443.1164	204085.6273	98854.8012	112540	57911.5387	363288.5404	96304.6087	37293.0472	112834.1346	267129.5517	34182.1968	381556.997	44697.8721	226193.5081	245356.7755	578100.1483	174498.215	357428.6353	98623.9996	118678.9319	130675.6253	135263.2553	64068.516	445653.4939	99099.739	492081.5093	173624.8577	388473.1827	85368.383	158037.8092	259464.1611	136929.8746	51244.4109	102153.2973	66928.3872	475353.7725	415379.1533	105637.3141	73789.9665	69589.5871	100017.9684	68661.178	144924.0264	114486.4286	109074.1927
PWY-722	nicotinate degradation I	872.235	251.691	123.2879	1.9857	0	1432.2943	0	211.6569	18.5017	48.2743	617.3992	738.0809	0	0	17.9505	191.9707	369.9255	34.2404	253.1064	4544.3952	216.1212	0	1035.5362	0	187.0934	3863.582	102.1623	3105.1241	758.9445	184.1909	644.5515	265.695	0	522.4259	638.3081	1165.2203	2247.3925	394.4788	2300.2394	42.2854	1835.8889	6795.0479	381.3523	0	1940.0061	1262.0323	74.3569	119.6389	407.026	14145.0265	2475.6018	1564.2674	853.0475	395.9931	780.5432	0	43.3752	1.9658	1.9939
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	169323.0253	215100.2986	44729.8464	188208.1871	123630.2994	201620.7535	64629.3728	127449.2858	58847.5066	64890.0628	83789.5356	253031.1471	238059.7194	101005.5159	103264.0857	165452.4504	93140.0391	91707.7127	48218.8493	328873.2801	86070.7847	62127.2645	105466.5007	221732.5607	62742.4098	359089.3418	42495.0511	211314.0712	231553.2567	490939.8439	161660.7721	312245.8938	82888.8913	111046.8519	123966.9262	126767.1751	91991.9091	375879.1737	146937.2623	412672.5158	162707.33	452620.7092	144575.8759	136004.8339	231953.0443	128127.7205	44755.2849	91656.02	96266.503	467832.9471	380224.3108	99015.8656	71402.604	66542.0535	92501.5316	57716.1017	127504.0222	92581.7843	92198.7839
PWY-7221	guanosine ribonucleotides de novo biosynthesis	157779.9791	204988.5934	42492.1712	183541.9434	116470.296	189658.5259	63328.9624	121063.9381	55581.5511	63996.3039	76325.1757	239117.5128	232575.7787	96830.8879	99461.9099	156965.7899	86479.2764	89426.5661	45930.47	295379.5135	78359.0331	31717.1099	97801.493	215346.7187	28866.772	347068.7653	37170.7079	194872.1653	202391.5662	460242.961	142303.1507	291435.7715	80326.4935	102765.3748	107580.1363	115810.6806	53875.5888	355032.9879	82055.3495	395311.0225	154660.024	320987.8583	74674.6135	129214.5863	218426.3825	121660.4032	42633.9107	83100.5804	56237.6207	430660.4476	361957.5609	92737.4382	65469.8899	64395.3794	86288.8948	55124.6676	118073.8402	91011.6518	88061.3033
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	169323.0253	215100.2986	44729.8464	188208.1871	123630.2994	201620.7535	64629.3728	127449.2858	58847.5066	64890.0628	83789.5356	253031.1471	238059.7194	101005.5159	103264.0857	165452.4504	93140.0391	91707.7127	48218.8493	328873.2801	86070.7847	62127.2645	105466.5007	221732.5607	62742.4098	359089.3418	42495.0511	211314.0712	231553.2567	490939.8439	161660.7721	312245.8938	82888.8913	111046.8519	123966.9262	126767.1751	91991.9091	375879.1737	146937.2623	412672.5158	162707.33	452620.7092	144575.8759	136004.8339	231953.0443	128127.7205	44755.2849	91656.02	96266.503	467832.9471	380224.3108	99015.8656	71402.604	66542.0535	92501.5316	57716.1017	127504.0222	92581.7843	92198.7839
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	165309.399	211707.3717	43842.7718	188701.2065	121194.0303	197999.2859	64709.8824	125402.1788	57691.0445	65262.4228	80723.8629	250167.2949	238551.2512	99945.8088	102864.8774	162974.8616	90836.2407	91514.7139	47509.6113	313565.3789	82400.092	34956.1676	102530.0087	220708.6933	31786.8054	360318.2499	39832.1981	204816.9278	216861.2618	478844.9792	152058.5407	303821.1582	82476.0842	108176.7167	115752.4541	121910.0493	58752.4421	367699.9842	89716.6823	407685.2485	161552.7215	348825.9818	82340.9134	133573.2425	228107.3557	126996.7887	44226.4387	87764.9473	61836.3724	454643.9254	376112.2384	97528.8368	69712.7035	67084.4213	90177.5648	57050.7901	123633.1354	92998.3275	91074.5802
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	183749.2714	245686.6146	50955.4384	226393.8272	140413.6698	217445.8032	75622.8111	145398.0944	65699.2368	76764.3871	90855.3147	272003.2945	280345.1072	117169.0391	120068.0479	193435.1354	99213.8277	106397.5977	55293.339	359848.7643	94668.4151	43243.7945	113251.0511	254336.4057	40301.7507	382987.4955	45221.9508	226605.542	249039.7633	556951.5184	174460.2454	347939.9971	94397.8594	119262.6601	132390.1977	135746.9282	71898.7027	425996.7637	111726.5608	471020.2518	175257.6121	414825.2896	99580.3409	152383.5661	256800.2925	137770.5458	49977.281	100670.6057	75518.4505	489634.5103	413986.1485	106792.4753	75614.8779	70714.489	100402.5403	65962.4646	141851.5753	108086.1603	104856.4339
PWY-7234	inosine-5'-phosphate biosynthesis III	114317.3038	99338.0991	25667.3775	125318.1727	71286.548	143198.5596	29911.6319	72617.3149	33146.688	35742.2008	57661.5878	170276.8449	131740.2674	50379.7405	65629.5377	89497.6538	58688.2041	44416.37	24900.5289	214325.9564	48695.5771	29744.6088	71369.1252	103618.4891	28053.5302	249047.6949	31920.4501	151925.3318	165325.1441	255816.7355	107205.5619	182707.6797	43450.1516	77381.7301	86439.7218	88800.6642	49115.4434	173366.4713	74698.7935	204051.6366	118693.9085	278024.1964	70856.2434	64302.668	157658.7127	93630.7031	26746.9738	59766.6797	51811.8189	342565.2723	267976.274	70820.1564	54376.2375	49790.6139	66279.8839	33773.7441	76430.5592	58624.4803	54642.845
PWY-7237	myo-  chiro- and scillo-inositol degradation	33855.67	12411	2775.33	4108.33	4235.33	48191.67	648.83	2198.33	1644.66	667.33	13565.67	40503.66	7870	2666	4738	4601.34	12939.33	2773.67	1713.67	15102.67	2884.67	1672.34	17982	5254.67	1182.33	75486.33	327	40846.33	65744.33	8868.33	13534.33	21554.67	1438.33	18717.33	9325	12337.67	3127.67	13536	2749	18945.99	40300.34	21461	3421	4693	27787.33	20477.33	1904	3862.67	4145.67	78049.87	77358.33	20237.66	25059.99	16174	13763.33	1857.13	5067	2123	4078.66
PWY-7242	D-fructuronate degradation	40290.914	16055.2054	3649.0547	13010.8224	11405.7799	56065.2313	3667.7058	14262.4607	5216.4811	2276.432	19528.1888	68742.4334	21344.2796	7393.9306	10406.3014	13044.1482	19221.0472	6979.1017	3991.2293	61325.054	11502.9081	8965.2129	29429.2062	14933.974	6734.6326	116465.1765	2633.7622	63327.5992	47344.9079	52257.8996	30751.2048	43674.0359	4469.0062	24788.0486	21513.0254	28578.5484	16322.0246	37632.5623	17975.6687	41033.1026	58700.9505	78100.9247	22724.3185	13721.7867	54757.8984	42416.9732	6982.3865	9937.8205	20419.4825	129478.4252	100218.5442	32254.8456	29863.5006	20055.2092	24768.5504	5900.2531	19806.5346	5658.9828	9257.796
PWY-7254	TCA cycle VII acetate-producers	35177.9619	8425.8869	824.0254	14142.0628	7061.1412	42391.3866	1547.7954	6050.3783	2368.3023	2083.6666	12121.3958	47298.658	7830.7617	8457.1499	22766.4335	20240.1401	18564.6654	7443.5015	10719.9681	169290.0387	36350.2179	28003.0029	19243.038	27900.8344	22785.6528	132068.8135	12843.6458	48624.6422	75493.3816	75267.4165	90149.6015	66246.8748	2575.5144	28768.2606	75388.6432	13194.0983	48745.8562	52044.3335	73560.723	29353.2723	50774.2177	260030.4133	69341.1699	20378.2675	96075.4078	31020.196	14330.9352	47868.1454	52188.0272	267240.6625	44674.9402	22264.8641	18184.211	17542.3939	18889.0634	3055.5479	16989.8058	4140.2469	5613.3525
PWY-7255	ergothioneine biosynthesis I bacteria	26640.5203	9483.5097	1150.8211	7520.9151	3514.0577	29259.9696	1756.484	4515.3492	2218.836	2649.6524	10788.7173	43001.646	4590.6525	2625.5039	1419.6283	6981.6474	12744.9476	2308.9415	1881.2113	12009.1763	3401.1358	1.9997	9228.3982	8785.3609	273.2418	47306.32	669.6442	23087.852	4704.6641	12318.5619	3460.0849	8202.8968	2859.4026	18614.5092	3655.2464	12901.7546	712.7878	11740.0238	3486.2349	12993.0453	20854.0289	7872.6922	0	7745.9468	24546.6997	16264.7872	1964.0885	2243.8023	426.9441	23376.4986	59179.1803	16449.7115	10793.2387	8950.8858	10888.1255	3302.699	4701.258	3792.366	3007.48
PWY-7286	7-3-amino-3-carboxypropyl-wyosine biosynthesis	0	9599.3533	665.0622	24700.575	3234.7654	0	2448.655	11528.0161	3791.6692	11417.8666	3.9975	1.9997	11178.1775	4648.4743	927.0402	11886.6475	1.9993	6246.1244	3453.0343	7783.7092	3829.5512	3.9354	359.8455	25357.3409	3.9741	4173.3513	483.2821	25.8672	1254.9873	8352.7005	1598.6332	2393.7762	8191.4792	21.881	1060.3288	75.131	156.2458	30966.2307	2321.2109	19155.6861	296.0403	11013.0761	0	19456.5561	2942.3093	0	1603.4322	2131.7392	808.1044	804.0724	1.9994	1.9993	0	0	1.998	1507.8941	1550.9971	9891.0499	3055.3317
PWY-7295	L-arabinose degradation IV	1576.9985	340.5599	0	0	0	3025.2784	0	0	0	0	881.3157	2309.7691	2	33.9698	0	0	1573.3796	47.9217	0	7759.7402	408.0109	0	2008.9765	43.9709	0	6792.8799	0	4234.4213	0	395.2955	0	0	3.9994	671.8494	1016.9618	2000.0839	3254.6475	0	0	57.9809	3147.5702	9794.352	0	0	0	2557.506	129.1247	0	567.0114	20716.9325	4807.6715	2430.3863	1251.7531	1345.477	1955.2035	0	0	0	0
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	8479.9886	422.5325	7.999	762.9201	316.9386	9971.8475	148.472	217.3451	194.3362	124.5278	1062.5895	7192.6891	858.9881	276.5856	1536.7389	597.4545	1588.1415	380.4612	185.6107	3291.683	260.8899	958.4641	6244.6559	1231.0584	46.6215	16556.4553	49.9439	5922.9485	3570.7224	5329.8432	386.9869	2225.4619	86.6106	3245.1638	5851.2866	4664.6832	344.2438	846.4814	4682.7986	1192.6405	6833.6058	6374.0021	601.2674	131.9307	4355.8114	2516.8207	661.4111	4.6799	635.7158	103469.567	18875.2987	7451.0265	5586.5936	5826.6755	4162.4095	260.727	3434.702	538.2181	424.9181
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	126328.8851	166779.7692	31559.9234	133888.6845	90092.964	171430.43	48568.3423	89425.5656	43801.2279	46706.4117	61472.5418	196762.1157	189403.5746	74668.9446	74392.2005	114047.714	71956.6144	69297.7078	34018.273	185781.2141	55353.553	7508.2296	77543.8631	163995.5204	4526.6786	268206.277	17074.561	151237.3261	176349.8117	358438.5031	92350.4644	222523.0845	60264.7651	79888.3951	65911.0404	93854.1978	19977.7716	257221.3899	27092.9795	304550.9449	118396.2092	150559.0764	15704.1217	91918.6635	156612.8153	104601.59	33319.5151	55333.5474	18747.0762	304214.596	309070.4106	76282.2757	52802.51	51466.8879	75260.75	43856.99	93799.0736	64700.6093	66993.1803
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	55126.4079	14828.2805	2097.8037	4343.732	1594.236	78646.724	2386.1697	3084.4092	3167.4727	1657.9319	21671.5376	96273.0584	2576.7554	4921.1138	15418.1514	7538.9555	30169.9865	4748.6156	4292.2947	70660.9476	14433.1445	11487.7181	29028.3491	10179.6651	9620.315	140108.4017	3438.6132	65826.7554	109992.671	21784.393	39070.8865	25449.0568	994.8772	45178.47	36167.2266	36770.7377	19957.854	12988.6378	29354.9576	23365.2435	63345.6679	126966.13	36476.7531	3014.0416	54001.0107	50743.7846	10042.7127	10590.3337	28153.2879	193717.876	163048.2316	33993.1091	33359.8303	28489.3406	25867.9152	2481.424	4636.3267	1518.5325	4039.5641
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	55478.5278	16653.758	2453.3976	5763.819	5076.4256	55961.6321	2443.3234	2140.8228	3423.1612	1965.61	26965.2521	53778.7725	2754.79	640.1131	2032.3039	4137.695	31224.6568	2234.633	1756.2598	15857.6101	1343.2735	6.998	17529.368	1163.2543	914.2003	51179.7941	139.3872	53638.2829	5707.6528	17036.3485	3857.7528	8279.4648	3390.3308	34993.5615	1164.4977	19925.3037	2289.1343	11716.9256	0	8892.7817	26365.8825	27639.0241	0	11832.7926	37140.808	25759.1773	2497.2623	2266.1493	0	66927.3609	126746.8262	24875.8436	17138.4856	15892.8572	22683.0438	1864.0216	1185.0775	3247.1595	3507.3046
PWY-7347	sucrose biosynthesis III	2003.3379	466.1334	0	769.2101	475.7304	5327.5461	283.008	707.9375	267.3931	184.6791	637.6711	2676.6363	777.7943	514.2483	752.6481	2009.5218	1383.5043	477.8397	227.6182	3448.9233	223.6828	0	2290.3829	1663.0289	0	6462.5652	239.3207	2795.0976	1260.3646	4032.5229	573.0307	4432.008	384.1698	821.3069	1720.6972	1959.9114	0	2687.2521	0	3402.9706	3192.1335	5358.9887	2.9999	1161.25	3678.1183	2042.1586	570.0086	595.6949	1159.7921	4.5	4227.8994	2501.3768	910.4467	2198.5211	2014.2268	34.804	428.4667	395.0853	1335.0836
PWY-7371	1 4-dihydroxy-6-naphthoate biosynthesis II	21179.3405	33656.646	6146.886	32679.195	22484.7901	22601.6448	14417.0094	26381.043	11497.5102	10018.218	19031.7645	34682.0634	36640.2896	14390.4943	14560.2042	26488.6116	10903.9654	17049.8215	6875.6767	39563.4787	11381.1205	834.4583	20135.3485	33448.1413	428.6514	45807.8903	3022.3397	40681.0821	24988.273	76233.5475	21460.0526	55330.8152	12001.2999	16268.1452	15143.2483	28138.366	4166.1175	59608.3173	3567.5035	72322.7769	26057.773	28507.2047	768.3663	18388.1865	36175.3774	20646.6384	5882.8629	13435.3747	2874.1346	30319.8016	68494.9614	17715.192	9726.5328	3139.5765	17004.2149	11179.3339	20819.9871	17047.6478	14655.8591
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	285.0925	29.98	0	0	0	410.3356	0	0	0	0	288.6782	57.9273	0	21.9748	0	63.8842	201.1772	0	0	1977.0199	0	0	65.8381	0	0	192.0741	0	436.4595	0	0	0	0	0	81.6912	0	77.8382	0	0	1215.1021	141.7912	393.4924	0	1.9961	0	0	25.9755	0	0	0	0	495.2992	99.5784	1.9997	31.7572	143.0912	0	15.9908	0	0
PWY-7374	1 4-dihydroxy-6-naphthoate biosynthesis I	11550.6983	13621.4682	2661.1703	12948.8191	7758.2527	11433.5379	2382.7148	14002.2199	3606.4148	3445.4329	6166.756	29243.6412	7525.892	4029.8888	3114.0595	6955.4763	7043.7559	3357.6144	1232.6717	6481.0521	2671.9229	651.3148	10370.0348	7388.6043	409.1595	25967.6006	834.3612	16903.6635	12019.177	24897.2511	8902.3959	16482.7528	6276.9095	5911.667	5970.19	17169.1491	1598.0691	17310.0395	1882.469	17431.3546	15425.0541	13545.5979	727.8549	7529.8397	16185.5231	11559.7684	2168.9265	3510.609	616.4521	18397.9951	40409.495	10921.285	6275.7626	3218.1357	8097.9374	6295.224	11088.0751	6434.0167	5641.7909
PWY-7376	cobIIyrinate a c-diamide biosynthesis II late cobalt incorporation	28982.8894	15922.042	2139.3824	8187.6514	9409.7203	33080.6075	1324.4266	4038.1047	3396.1161	1979.7732	12467.3264	52290.048	17405.9413	6063.2117	7283.5493	10078.5884	16998.5644	7044.4367	4494.5726	47653.0176	9231.1022	5867.8208	10975.1854	13772.9505	4896.3991	66158.1466	2487.4481	32269.5665	20950.7599	31507.775	19906.8074	35666.3914	3514.961	22562.0079	18703.5517	13577.9084	10300.1294	21226.1807	13949.8141	40305.202	28054.4453	68960.0806	14876.3752	9215.2436	45441.5043	26066.4306	6044.5281	8201.9314	14839.4505	95657.1067	81213.1595	20141.6311	14152.8211	17507.9884	15837.2832	3684.4048	9885.6145	3576.0407	9838.3511
PWY-7377	cobIIyrinate a c-diamide biosynthesis I early cobalt insertion	5052.6054	30842.1291	4717.5471	34375.3063	20842.1153	2414.2454	11973.5174	16921.1536	9871.71	9902.4568	1898.1768	1642.2377	36475.1594	12720.1354	15279.3905	25950.141	1093.7698	15537.4858	7926.2927	42517.8191	9385.7219	50.0315	1635.8581	34783.5403	200.6708	39042.4243	2546.9892	2967.7342	10222.4922	49365.9312	16662.7916	32205.2459	14455.6188	6154.988	10658.9833	515.4455	1422.9822	60745.0908	7608.4718	55193.1892	6558.7858	53063.5958	9.3287	25134.5979	21084.4523	3650.0767	5195.52	10487.7232	3236.4312	47567.9173	26271.8236	2061.0851	1292.4556	5756.1495	1355.1799	8263.0435	14006.7872	17194.8192	15035.2326
PWY-7391	isoprene biosynthesis II engineered	1368.0911	2503.7806	90.9458	5095.816	282.5419	1333.9149	433.5023	1591.8374	83.034	640.5307	120.9246	1838.4032	2055.3256	2937.1001	1505.0289	6965.6605	114.6622	2211.0651	3335.5958	14716.9114	5948.7303	7.8984	209.7757	16065.9436	548.8539	4783.1446	1013.4218	918.9266	8865.5768	10761.7596	2611.0545	4503.7572	45.4377	1522.9508	3768.0248	581.8268	336.1753	10198.6319	2232.6254	9728.9369	3433.2176	17987.829	0	6376.1927	7088.4388	804.2096	2585.3698	3898.2052	1601.842	25057.2295	2771.2939	1136.7009	945.3071	447.7149	225.3848	96.1334	1073.0562	877.5071	762.3144
PWY-7392	taxadiene biosynthesis engineered	70729.4731	121607.6022	27153.6077	119625.7387	63179.983	92195.72	32998.0751	74134.886	26757.2216	38853.7471	28406.4339	131261.6772	123960.3931	53520.022	56446.5769	97422.4276	37660.5063	50675.7922	27794.246	206099.0151	53856.7001	28820.3719	31771.4109	125963.5974	27295.4876	188092.9926	18645.1697	82103.5999	90390.7484	240962.0229	103946.2361	150033.6774	44306.3069	48150.2533	85813.4011	42534.668	46653.1256	206115.8679	72592.7047	196011.8511	82514.7735	259369.8065	66570.1796	76052.4307	148705.2356	59224.2015	26077.2255	61947.9007	50602.7601	302441.9017	200746.1585	55171.3243	35063.2236	42576.7216	31163.0408	29795.2707	66548.4302	55372.6949	45962.3807
PWY-7400	L-arginine biosynthesis IV archaebacteria	146905.2091	201939.0753	39685.6608	182528.8723	113139.6866	177581.2309	63343.9982	117554.6204	53425.3095	64180.6558	70842.1799	221855.5245	233467.7591	97115.8346	95428.9059	156727.2995	81510.0885	88141.766	45866.1978	286069.0406	77232.8418	31436.4199	91294.3121	212230.2764	29175.5876	309827.9814	26312.7793	177297.124	177630.8291	457960.4446	137979.0061	286991.7336	76716.1898	92956.6608	105272.1798	109563.3563	51316.3273	350702.9082	80840.6132	392842.3323	138188.2674	305125.8648	68831.8745	125703.8753	210690.8725	110727.21	41835.2147	82891.494	52933.0352	365342.1806	331053.7262	82198.9625	55424.5299	54517.2089	78429.7303	53949.6246	111615.0278	87136.2879	84736.3817
PWY-7431	aromatic biogenic amine degradation bacteria	43541.6322	15655.9832	3950.2504	13057.9421	7826.0178	54029.2782	2885.2069	5450.4279	4141.7958	3294.3101	17032.7827	67061.3684	12851.8722	5967.6895	6435.6001	9777.8995	19222.7907	4483.6029	2335.4941	19856.3125	4077.1538	960.1308	14846.262	9947.1379	1368.6296	62091.5176	1454.373	39347.0749	17778.3131	34026.5539	11386.1819	15418.4339	3149.6914	28072.0516	7800.537	17890.546	2910.1473	20517.4277	3916.1179	22196.7346	31216.8889	28471.7068	2710.2503	9323.8336	34959.223	21872.7031	3517.8947	5295.3889	2537.128	47777.5785	111885.6701	28993.0137	17926.5231	15999.9599	18375.761	4063.7806	11473.0861	5641.5636	4951.4376
PWY-7446	sulfoglycolysis	0	0	0	1.3325	5.2857	0	0	0.1999	21.3323	0	0	161.5118	0	0	0.3998	0	0	0	0	0	0	0	0	1.9949	0	114.8408	0	51.9223	0	1.996	0.1333	0	0	71.5476	63.6382	0.1913	0	0.2	0	460.2249	126.1884	0	0	0	224.7987	0	0	0	0	483.6125	64.702	327.411	1.9572	4.7701	15.0706	0	0	0	0
PWY-7456	mannan degradation	2981.2137	69.6439	47.8383	65.0948	68.5261	2097.9737	0	5.9857	0	0	924.2583	2021.2734	77.0059	125.672	462.5693	0	840.3836	0	0	947.9503	0	0	3452.2886	0	0	4253.1835	0	3369.3424	0	5.9961	0	5.9958	73.33	676.6624	0	1833.2763	23.7504	0	4.235	5.9945	2849.4807	0	0	0	3190.3212	931.1243	0	5.9722	0	4990.328	2230.3959	1735.6981	890.5537	0	1720.2675	0	136.1602	0	0
